NBHD_NAME,TTL_POPULATION_ALL,HISPANIC_OR_LATINO,WHITE,BLACK,NATIVE_AMERICAN,ASIAN,HAWAIIAN_PI,OTHER_RACE,TWO_OR_MORE,PCT_HISPANIC,PCT_WHITE,PCT_BLACK,PCT_NATIVEAM,PCT_ASIAN,PCT_HAWAIIANPI,PCT_OTHERRACE,PCT_TWOORMORE_RACES,MALE,FEMALE,AGE_LESS_5,AGE_5_TO_9,AGE_10_TO_14,AGE_15_TO_17,AGE_0_TO_9,AGE_10_TO_19,AGE_20_TO_29,AGE_30_TO_39,AGE_40_TO_49,AGE_50_TO_59,AGE_60_TO_69,AGE_70_TO_79,AGE_80_PLUS,AGELESS18,AGE65PLUS,PCT_AGELESS18,PCT_AGE65PLUS,MEDIAN_AGE_ALL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,TTL_AGE_3_PLUS_ENRSTATUS,ENROLLED_IN_SCHOOL,NURSERY_OR_PRESCHOOL,KINDERGARTEN,GRADES_5_TO_8,GRADES_9_TO_12,COLLEGE_UNDERGRADUATE,GRADUATE_SCHOOL,NOT_ENROLLED,TOTAL_COMMUTERS,COMMUTE_LESS_15,COMMUTE_15_TO_30,COMMUTE_30_TO_45,COMMUTE_45_TO_60,COMMUTE_60_PLUS,TTLPOP_25PLUS_EDU,LESS_THAN_HS_DIPLOMA_EDU,HSGRAD_OR_EQUIV_EDU,SOMECOLLEGE_OR_AA_EDU,BACHELORS_OR_HIGHER_EDU,TTLPOP_5PLUS_LNG,ONLY_ENGLISH_LNG,SPANISH_LNG,FRENCH_LNG,FRENCH_CREOLE_LNG,ITALIAN_LNG,PORTUGESE_LNG,GERMAN_LNG,YIDDISH_LNG,OTHER_W_GERMAN_LNG,SCANDINAVIAN_LNG,GREEK_LNG,RUSSIAN_LNG,POLISH_LNG,SERBO_CROATIAN_LNG,OTHER_SLAVIC_LNG,ARMENIAN_LNG,PERSIAN_LNG,GUJARATI_LNG,HINDI_LNG,URDU_LNG,OTHER_INDIC_LNG,OTHER_INDO_EUR_LNG,CHINESE_LNG,JAPANESE_LNG,KOREAN_LNG,MON_KHMR_CMBDN_LNG,HMONG_LNG,THAI_LNG,LAOTIAN_LNG,VIETNAMESE_LNG,OTHER_ASIAN_LNG,TAGALOG_LNG,OTHER_PACIS_LNG,NAVAJO_LNG,OTHER_NATAM_LNG,HUNGARIAN_LNG,ARABIC_LNG,HEBREW_LNG,AFRICAN_ALL_LNG,ALL_OTHER_LNG,TTL_HOUSING_UNITS,OCCUPIED_HU,VACANT_HU,OWNER_OCCUPIED_HU,RENTER_OCCUPIED_HU,TTL_HOUSEHOLDS,FAMILY_HOUSEHOLDS,MARRIED_COUPLE_FAMILY,OTHER_FAMILY,MALE_HHLDR_NO_WIFE_PRESENT,FEMALE_HHLDR_NO_HSBND_PRESENT,NONFAMILY_HOUSEHOLD,HOUSEHOLDER_ALONE,HOUSEHOLDER_NOT_ALONE,HH_INC_LESS_10000,HH_INC_10000_14999,HH_INC_15000_19999,HH_INC_20000_24999,HH_INC_25000_29999,HH_INC_30000_34999,HH_INC_35000_39999,HH_INC_40000_44999,HH_INC_45000_49999,HH_INC_50000_59999,HH_INC_60000_74999,HH_INC_75000_99999,HH_INC_100000_124999,HH_INC_125000_149999,HH_INC_150000_199999,HH_INC_OVER_200000,MED_HH_INCOME,MED_FAMILY_INCOME,PER_CAPITA_INCOME,AVG_HH_INC,AVG_FAM_INCOME,MEDIAN_EARNINGS,MEDIAN_EARN_MALE,MEDIAN_EARN_FEMALE,MEDEARN_LESSHS,MEDEARN_HIGHSCHOOL,MEDEARN_SOMECOLLEGE,MEDEARN_BACHELORS,MEDEARN_GRAD_PROFESSIONAL,MED_YR_STRUCTURE_BUILT,BUILT_2010_OR_LATER,BUILT_2000_2009,BUILT_1990_1999,BUILT_1980_1989,BUILT_1970_1979,BUILT_1960_1969,BUILT_1950_1959,BUILT_1940_1949,BUILT_1939_OR_EARLIER,MED_CONTRACT_RENT,MED_GROSS_RENT,MEDIAN_HOME_VALUE,NATIVE_BORN,FOREIGN_BORN_FB,EUROPE_FB,NORTHERN_EUROPE_FB,WESTERN_EUROPE_FB,SOUTHERN_EUROPE_FB,EASTERN_EUROPE_FB,ASIA_FB,EASTERN_ASIA_FB,SOUTH_CENTRAL_ASIA_FB,SOUTH_EASTERN_ASIA_FB,WESTERN_ASIA_FB,AFRICA_FB,EASTERN_AFRICA_FB,MIDDLE_AFRICA_FB,NORTHERN_AFRICA_FB,SOUTHERN_AFRICA_FB,WESTERN_AFRICA_FB,OCEANIA_FB,AMERICAS_FB,LATIN_AMERICA_FB,CARRIBEAN_FB,CENTRAL_AMERICA_FB,SOUTH_AMERICA_FB,NORTH_AMERICA_FB,PCT_POVERTY,PCT_FAM_POVERTY
Cheesman Park,8181.0,575.0,6824.0,343.0,22.0,302.0,0.0,0.0,115.0,6.82,83.84,4.34,0.37,3.53,0.0,0.0,1.1,4345.0,3836.0,234.0,76.0,73.0,36.0,310.0,188.0,1953.0,2015.0,915.0,856.0,1094.0,575.0,275.0,419.0,1284.0,4.75,17.65,39.55,41.65,37.1,7997.0,1011.0,44.0,5.0,73.0,32.0,503.0,305.0,6986.0,5147.0,145.0,2018.0,1110.0,235.0,324.0,7119.0,212.0,470.0,1669.0,4768.0,7947.0,7086.0,367.0,187.0,0.0,15.0,17.0,69.0,0.0,0.0,0.0,0.0,21.0,17.0,14,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,28.0,0.0,11.0,0.0,9.0,0.0,0.0,0.0,48.0,10.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,19.0,5765.0,5121.0,644.0,1749.0,3372.0,5121.0,1124.0,924.0,200.0,55.0,145.0,3997.0,2936.0,1061.0,379.0,311.0,183.0,275.0,246.0,202.0,425.0,226.0,187.0,475.0,564.0,683.0,360.0,112.0,183.0,206.0,50119.5,89755.0,42060.24,64511.43,110368.17,34672.5,36554.5,33348.5,25672.0,33568.5,32576.5,36705.5,52197.5,1960.5,11.0,61.0,101.0,298.0,1148.0,1408.0,431.0,229.0,2078.0,770.5,837.0,256350.0,7609.0,572.0,250.0,65.0,76.0,78.0,31.0,127.0,62.0,44.0,21.0,0.0,33.0,8.0,0.0,25.0,0.0,0.0,0.0,162.0,102.0,0.0,58.0,44.0,60.0,14.5,11.72
Hilltop,9085.0,230.0,8055.0,346.0,31.0,173.0,0.0,21.0,229.0,2.53,88.91,3.62,0.33,1.93,0.0,0.26,2.42,4196.0,4889.0,752.0,601.0,600.0,154.0,1353.0,827.0,816.0,1183.0,1218.0,1321.0,1237.0,569.0,561.0,2107.0,1621.0,23.58,17.77,42.4,40.9,43.65,8656.0,2283.0,312.0,114.0,468.0,235.0,455.0,183.0,6373.0,4011.0,55.0,1941.0,745.0,218.0,129.0,6495.0,188.0,368.0,925.0,5014.0,8333.0,7394.0,250.0,98.0,0.0,0.0,0.0,73.0,35.0,24.0,7.0,79.0,97.0,26.0,0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,0.0,0.0,23.0,0.0,8.0,0.0,62.0,0.0,0.0,3969.0,3867.0,102.0,2784.0,1083.0,3867.0,2417.0,2046.0,371.0,129.0,242.0,1450.0,1169.0,281.0,126.0,66.0,265.0,99.0,128.0,88.0,46.0,169.0,104.0,256.0,285.0,406.0,300.0,340.0,265.0,1128.0,119570.5,156034.5,87834.23,212486.27,239701.56,74877.0,96682.5,51238.5,,29505.0,40734.5,73743.0,100950.5,1958.0,25.0,586.0,254.0,132.0,287.0,406.0,1308.0,523.0,448.0,1484.5,1274.0,650350.0,8252.0,833.0,409.0,44.0,116.0,79.0,161.0,215.0,57.0,50.0,7.0,101.0,46.0,22.0,0.0,0.0,24.0,0.0,30.0,133.0,49.0,27.0,9.0,13.0,84.0,5.0,1.75
Montclair,5956.0,776.0,4754.0,265.0,6.0,39.0,0.0,46.0,70.0,13.03,79.82,4.45,0.1,0.65,0.0,0.77,1.18,2937.0,3019.0,196.0,272.0,213.0,299.0,468.0,698.0,843.0,915.0,1322.0,710.0,612.0,238.0,150.0,980.0,596.0,16.45,10.01,40.6,38.4,43.6,5849.0,1524.0,70.0,50.0,123.0,310.0,505.0,192.0,4325.0,3154.0,34.0,1679.0,606.0,52.0,189.0,4459.0,167.0,516.0,765.0,3011.0,5760.0,5194.0,301.0,78.0,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2869.0,2809.0,60.0,1866.0,943.0,2809.0,1395.0,1115.0,280.0,34.0,246.0,1414.0,1043.0,371.0,147.0,124.0,222.0,120.0,161.0,36.0,88.0,65.0,80.0,110.0,226.0,402.0,368.0,241.0,222.0,346.0,78359.0,103750.0,49301.28,101725.92,130174.84,49365.0,49280.0,49464.0,13390.0,26007.0,34766.0,66439.0,65221.0,1948.0,0.0,143.0,129.0,90.0,83.0,76.0,690.0,1182.0,476.0,1011.0,1174.0,348100.0,5393.0,563.0,92.0,58.0,14.0,0.0,20.0,171.0,34.0,137.0,0.0,0.0,70.0,22.0,0.0,0.0,0.0,0.0,0.0,230.0,163.0,18.0,145.0,0.0,67.0,9.5,5.38
Hale,6855.0,721.0,5041.0,526.0,38.0,417.0,0.0,12.0,100.0,10.2,75.02,6.96,0.69,5.4,0.0,0.25,1.48,3481.0,3374.0,283.0,229.0,224.0,46.0,512.0,285.0,1414.0,1728.0,955.0,878.0,656.0,202.0,225.0,782.0,685.0,11.24,10.64,36.95,36.0,40.25,6711.0,1385.0,154.0,78.0,214.0,71.0,427.0,305.0,5326.0,4117.0,69.0,1828.0,773.0,243.0,118.0,5539.0,191.0,640.0,1496.0,3212.0,6572.0,5848.0,261.0,33.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,9.0,0.0,0,0.0,0.0,20.0,18.0,14.0,0.0,0.0,43.0,152.0,18.0,0.0,0.0,11.0,15.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,16.0,0.0,55.0,0.0,4340.0,4014.0,326.0,1755.0,2259.0,4014.0,1300.0,956.0,344.0,62.0,282.0,2714.0,2187.0,527.0,410.0,214.0,95.0,99.0,250.0,127.0,140.0,299.0,304.0,313.0,246.0,484.0,409.0,141.0,95.0,345.0,64588.0,82992.0,47335.74,83763.39,115406.72,40941.0,39183.5,41706.5,30236.0,21845.0,40286.0,48901.0,60100.0,1950.5,33.0,88.0,127.0,134.0,407.0,653.0,784.0,1174.0,940.0,906.5,957.0,322850.0,6200.0,655.0,95.0,12.0,54.0,0.0,29.0,270.0,166.0,38.0,66.0,0.0,101.0,69.0,0.0,16.0,0.0,16.0,0.0,189.0,189.0,9.0,80.0,100.0,0.0,11.8,3.91
North Park Hill,9969.0,1153.0,5222.0,3236.0,73.0,63.0,0.0,11.0,211.0,11.93,51.22,33.03,0.82,0.66,0.0,0.12,2.22,4726.0,5243.0,931.0,676.0,367.0,272.0,1607.0,758.0,1292.0,1935.0,1370.0,1068.0,988.0,517.0,434.0,2246.0,1373.0,22.51,13.81,36.55,35.65,37.15,9463.0,2344.0,280.0,153.0,328.0,360.0,500.0,273.0,7119.0,4920.0,94.0,2492.0,1144.0,256.0,269.0,7297.0,740.0,1007.0,1710.0,3840.0,9038.0,7815.0,960.0,37.0,0.0,12.0,7.0,14.0,0.0,11.0,0.0,0.0,20.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,4127.0,4001.0,126.0,3214.0,787.0,4001.0,2421.0,1722.0,699.0,162.0,537.0,1580.0,1278.0,302.0,308.0,123.0,273.0,187.0,100.0,191.0,143.0,120.0,167.0,207.0,379.0,606.0,386.0,255.0,273.0,380.0,73417.5,86226.0,37484.11,90049.84,105413.67,44102.0,49346.0,38580.0,24964.0,20450.0,36681.5,48468.0,72354.5,1945.0,7.0,15.0,30.0,20.0,73.0,132.0,1313.0,1186.0,1351.0,932.5,1079.0,304150.0,9183.0,786.0,37.0,37.0,0.0,0.0,0.0,43.0,0.0,0.0,16.0,27.0,109.0,0.0,0.0,94.0,15.0,0.0,0.0,597.0,555.0,23.0,499.0,33.0,42.0,12.85,9.99
South Park Hill,8919.0,1028.0,6648.0,638.0,119.0,214.0,4.0,0.0,268.0,11.41,74.46,7.27,1.4,2.42,0.05,0.0,2.99,4285.0,4634.0,642.0,443.0,450.0,226.0,1085.0,1137.0,872.0,1175.0,1399.0,1545.0,1191.0,351.0,164.0,1761.0,1150.0,19.52,12.88,40.85,40.95,40.65,8491.0,2121.0,157.0,101.0,366.0,313.0,722.0,113.0,6370.0,4403.0,85.0,2249.0,827.0,135.0,71.0,6256.0,424.0,342.0,1392.0,4098.0,8277.0,7103.0,868.0,98.0,6.0,11.0,0.0,9.0,0.0,8.0,25.0,33.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3724.0,3592.0,132.0,2932.0,660.0,3592.0,2320.0,1899.0,421.0,124.0,297.0,1272.0,907.0,365.0,135.0,118.0,411.0,68.0,67.0,67.0,75.0,119.0,95.0,204.0,315.0,449.0,340.0,291.0,411.0,740.0,105083.5,130746.5,60774.42,148560.6,186838.33,48745.0,61790.5,41724.5,23790.0,25323.0,41406.5,70681.5,91205.5,1939.0,0.0,101.0,26.0,25.0,75.0,97.0,483.0,520.0,2397.0,942.5,1148.5,436200.0,7974.0,945.0,111.0,72.0,30.0,9.0,0.0,128.0,37.0,44.0,47.0,0.0,67.0,21.0,0.0,12.0,16.0,18.0,10.0,629.0,616.0,7.0,609.0,0.0,13.0,6.75,3.12
University Park,7738.0,451.0,6284.0,155.0,81.0,618.0,2.0,10.0,137.0,5.99,80.47,2.15,0.93,8.27,0.02,0.16,2.0,3758.0,3980.0,299.0,283.0,254.0,157.0,582.0,676.0,2389.0,1140.0,853.0,906.0,576.0,269.0,347.0,993.0,832.0,12.23,11.14,30.8,30.65,30.65,7563.0,2991.0,142.0,44.0,244.0,223.0,1371.0,761.0,4572.0,3749.0,89.0,1779.0,682.0,128.0,149.0,5107.0,107.0,421.0,1079.0,3500.0,7439.0,6295.0,276.0,82.0,0.0,14.0,0.0,12.0,0.0,21.0,20.0,0.0,0.0,0.0,18,0.0,0.0,27.0,0.0,0.0,0.0,9.0,0.0,475.0,28.0,15.0,0.0,28.0,19.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,67.0,8.0,3.0,0.0,3978.0,3650.0,328.0,1363.0,2287.0,3650.0,1239.0,992.0,247.0,98.0,149.0,2411.0,1724.0,687.0,415.0,218.0,165.0,281.0,159.0,173.0,182.0,100.0,138.0,276.0,278.0,387.0,148.0,89.0,165.0,486.0,48185.5,134076.5,43877.8,90892.23,160132.9,28625.5,39431.5,23874.5,30214.5,31230.0,38053.0,49200.5,50562.0,1968.0,144.0,780.0,139.0,381.0,349.0,946.0,598.0,409.0,232.0,851.5,937.5,539750.0,6756.0,982.0,111.0,50.0,38.0,5.0,18.0,619.0,493.0,22.0,65.0,39.0,111.0,0.0,0.0,93.0,0.0,15.0,0.0,141.0,79.0,0.0,65.0,14.0,62.0,24.1,7.65
Platt Park,5527.0,264.0,4775.0,78.0,123.0,166.0,0.0,0.0,121.0,4.78,86.39,1.41,2.23,3.0,0.0,0.0,2.19,2600.0,2927.0,231.0,201.0,178.0,136.0,432.0,330.0,925.0,1502.0,789.0,839.0,586.0,26.0,98.0,746.0,397.0,13.5,7.18,36.9,35.6,37.4,5341.0,922.0,24.0,21.0,82.0,120.0,254.0,162.0,4419.0,3254.0,148.0,1568.0,543.0,62.0,133.0,4641.0,138.0,344.0,937.0,3222.0,5296.0,4898.0,119.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,2908.0,2716.0,192.0,1813.0,903.0,2716.0,1314.0,880.0,434.0,78.0,356.0,1402.0,974.0,428.0,113.0,82.0,317.0,125.0,139.0,64.0,47.0,87.0,54.0,222.0,193.0,351.0,296.0,167.0,317.0,337.0,80081.0,100362.0,51930.76,103610.31,120200.38,44057.0,55417.0,34564.0,11058.0,14044.0,30588.0,53214.0,67470.0,1939.0,71.0,359.0,25.0,39.0,121.0,154.0,291.0,144.0,1704.0,850.0,910.0,391900.0,5285.0,242.0,104.0,44.0,44.0,0.0,16.0,94.0,45.0,0.0,49.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,16.0,12.0,12.0,0.0,0.0,12.0,0.0,8.5,4.26
College View - South Platte,6375.0,4491.0,1223.0,124.0,0.0,471.0,0.0,1.0,65.0,70.45,19.18,1.95,0.0,7.39,0.0,0.02,1.02,3329.0,3046.0,501.0,704.0,431.0,348.0,1205.0,891.0,815.0,1072.0,910.0,736.0,520.0,176.0,50.0,1984.0,465.0,31.12,7.29,32.2,35.0,30.2,6087.0,1710.0,103.0,178.0,375.0,306.0,226.0,41.0,4377.0,2172.0,7.0,686.0,618.0,189.0,329.0,4035.0,1762.0,1101.0,868.0,304.0,5874.0,2101.0,3329.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252.0,2124.0,128.0,820.0,1304.0,2124.0,1321.0,811.0,510.0,220.0,290.0,803.0,642.0,161.0,364.0,252.0,41.0,198.0,220.0,85.0,75.0,148.0,80.0,182.0,129.0,95.0,30.0,8.0,41.0,27.0,26480.0,29247.0,14092.97,39130.79,43726.27,21852.0,27709.0,12419.0,19705.0,24643.0,23750.0,34609.0,8587.0,1972.0,0.0,144.0,266.0,241.0,565.0,365.0,384.0,242.0,45.0,599.0,681.0,161200.0,4096.0,2279.0,1.0,1.0,0.0,0.0,0.0,371.0,9.0,1.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907.0,1907.0,0.0,1905.0,2.0,0.0,38.7,34.29
Overland,3010.0,818.0,1699.0,294.0,72.0,58.0,0.0,0.0,69.0,27.18,56.45,9.77,2.39,1.93,0.0,0.0,2.29,1614.0,1396.0,218.0,104.0,118.0,35.0,322.0,216.0,830.0,686.0,333.0,301.0,223.0,82.0,17.0,475.0,164.0,15.78,5.45,32.7,35.1,32.2,2814.0,438.0,30.0,32.0,100.0,69.0,126.0,39.0,2376.0,1736.0,13.0,851.0,275.0,92.0,100.0,2095.0,262.0,496.0,556.0,781.0,2792.0,2392.0,352.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1694.0,1529.0,165.0,439.0,1090.0,1529.0,558.0,313.0,245.0,75.0,170.0,971.0,704.0,267.0,148.0,68.0,60.0,27.0,78.0,143.0,80.0,50.0,75.0,234.0,87.0,278.0,90.0,21.0,60.0,37.0,51063.0,59754.0,32017.08,60665.86,81743.91,35907.0,36939.0,32731.0,27151.0,24460.0,43814.0,50083.0,55313.0,1966.0,223.0,459.0,44.0,8.0,65.0,107.0,163.0,84.0,541.0,1094.0,1160.0,168900.0,2768.0,242.0,45.0,0.0,9.0,10.0,26.0,43.0,43.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,143.0,136.0,0.0,121.0,15.0,7.0,19.7,16.31
Ruby Hill,10321.0,7028.0,2202.0,359.0,0.0,574.0,0.0,0.0,158.0,66.89,21.96,4.03,0.0,5.28,0.0,0.0,1.84,5456.0,4865.0,1003.0,812.0,693.0,452.0,1815.0,1520.0,1167.0,1681.0,1416.0,1058.0,787.0,657.0,220.0,2960.0,1192.0,28.94,11.43,33.55,33.35,34.15,9727.0,2629.0,257.0,223.0,569.0,623.0,309.0,39.0,7098.0,4166.0,19.0,1757.0,950.0,373.0,442.0,6397.0,2766.0,1716.0,1155.0,760.0,9318.0,3492.0,4915.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,49.0,0.0,19.0,0.0,429.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,324.0,0.0,3591.0,3377.0,214.0,1746.0,1631.0,3377.0,2198.0,1341.0,857.0,267.0,590.0,1179.0,1027.0,152.0,521.0,218.0,45.0,380.0,140.0,329.0,104.0,190.0,55.0,304.0,359.0,243.0,144.0,41.0,45.0,34.0,31980.0,35462.0,16336.02,46832.89,44281.53,22694.0,25149.0,16906.0,19194.0,25369.0,26128.5,38735.5,51557.5,1957.0,0.0,88.0,65.0,134.0,323.0,584.0,2066.0,243.0,88.0,640.5,695.0,159700.0,6668.0,3653.0,38.0,0.0,0.0,0.0,38.0,473.0,0.0,0.0,462.0,11.0,315.0,102.0,213.0,0.0,0.0,0.0,0.0,2827.0,2827.0,0.0,2738.0,89.0,0.0,30.05,22.77
Kennedy,4502.0,1373.0,1637.0,546.0,101.0,678.0,0.0,0.0,167.0,30.5,36.36,12.13,2.24,15.06,0.0,0.0,3.71,2538.0,1964.0,443.0,315.0,60.0,45.0,758.0,151.0,1543.0,1041.0,469.0,388.0,124.0,9.0,19.0,863.0,57.0,19.17,1.27,28.5,31.2,27.3,4255.0,1253.0,66.0,115.0,34.0,58.0,514.0,237.0,3002.0,2388.0,50.0,1105.0,455.0,169.0,181.0,2793.0,515.0,326.0,860.0,1092.0,4059.0,2191.0,726.0,69.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,91.0,0.0,41,0.0,0.0,30.0,0.0,132.0,39.0,69.0,0.0,36.0,0.0,64.0,0.0,0.0,0.0,0.0,47.0,165.0,0.0,0.0,134.0,0.0,0.0,142.0,0.0,70.0,0.0,2639.0,2324.0,315.0,0.0,2324.0,2324.0,885.0,502.0,383.0,144.0,239.0,1439.0,1126.0,313.0,234.0,260.0,26.0,234.0,198.0,202.0,62.0,129.0,194.0,105.0,150.0,172.0,103.0,16.0,26.0,0.0,29847.0,30148.0,20544.54,38427.45,41090.17,24236.0,25171.0,21974.0,21768.0,21944.0,20851.0,28654.0,49363.0,1982.0,90.0,508.0,242.0,591.0,1136.0,45.0,10.0,17.0,0.0,757.0,853.0,,2945.0,1557.0,86.0,0.0,0.0,0.0,86.0,799.0,124.0,486.0,47.0,142.0,138.0,14.0,0.0,0.0,0.0,124.0,0.0,534.0,534.0,0.0,534.0,0.0,0.0,26.8,20.79
Hampden,17725.0,2419.0,11520.0,2176.0,26.0,814.0,43.0,0.0,727.0,13.41,66.3,11.73,0.11,4.24,0.18,0.0,4.03,8977.0,8748.0,950.0,935.0,664.0,278.0,1885.0,1070.0,2725.0,2848.0,2317.0,2609.0,1844.0,1380.0,1047.0,2827.0,3265.0,16.14,19.43,42.93,40.45,43.78,17257.0,3337.0,300.0,213.0,293.0,480.0,1047.0,180.0,13920.0,9594.0,163.0,4230.0,2098.0,786.0,601.0,13447.0,789.0,2622.0,3741.0,6295.0,16775.0,13293.0,1168.0,134.0,0.0,0.0,0.0,124.0,0.0,15.0,14.0,25.0,135.0,13.0,31,0.0,13.0,215.0,28.0,28.0,0.0,118.0,0.0,91.0,29.0,106.0,0.0,0.0,0.0,0.0,62.0,428.0,17.0,19.0,0.0,0.0,0.0,285.0,15.0,369.0,0.0,9964.0,9242.0,722.0,4440.0,4802.0,9242.0,4068.0,2886.0,1182.0,313.0,869.0,5174.0,4365.0,809.0,492.0,600.0,465.0,586.0,514.0,654.0,702.0,376.0,467.0,676.0,918.0,872.0,546.0,348.0,465.0,357.0,44706.5,63250.0,35098.58,65535.21,85685.55,33097.0,35907.5,31459.5,16750.75,30666.0,36054.75,38344.75,69967.0,1973.75,0.0,44.0,263.0,1685.0,5105.0,2342.0,226.0,260.0,39.0,793.75,866.0,223500.0,14680.0,3045.0,515.0,54.0,242.0,0.0,219.0,1107.0,302.0,583.0,102.0,120.0,713.0,301.0,0.0,125.0,25.0,252.0,0.0,710.0,644.0,0.0,611.0,33.0,66.0,10.03,9.71
Virginia Village,13796.0,2833.0,9533.0,671.0,68.0,290.0,0.0,8.0,393.0,20.42,69.06,4.92,0.49,2.12,0.0,0.06,2.94,6935.0,6861.0,933.0,630.0,763.0,196.0,1563.0,1183.0,2709.0,2449.0,1806.0,1812.0,1053.0,559.0,662.0,2522.0,1589.0,18.22,11.52,36.08,35.7,36.75,13255.0,3145.0,168.0,121.0,548.0,454.0,1003.0,309.0,10110.0,6465.0,100.0,2804.0,1490.0,363.0,556.0,9764.0,920.0,1925.0,2672.0,4247.0,12863.0,10080.0,1619.0,147.0,0.0,0.0,0.0,49.0,2.0,8.0,0.0,57.0,153.0,6.0,0,39.0,0.0,3.0,0.0,21.0,0.0,0.0,15.0,61.0,27.0,0.0,0.0,0.0,25.0,0.0,6.0,90.0,0.0,0.0,15.0,0.0,9.0,354.0,51.0,26.0,0.0,6556.0,6091.0,465.0,2747.0,3344.0,6091.0,3160.0,2278.0,882.0,324.0,558.0,2931.0,2223.0,708.0,410.0,284.0,336.0,359.0,329.0,483.0,334.0,374.0,301.0,478.0,425.0,715.0,443.0,300.0,336.0,162.0,54320.75,65549.5,30660.26,68340.42,81996.9,32940.5,38815.75,30847.25,30391.25,24993.75,30967.75,48640.5,52679.0,1962.0,14.0,36.0,155.0,406.0,1100.0,2008.0,2547.0,225.0,65.0,873.0,1007.5,274075.0,11362.0,2434.0,285.0,23.0,63.0,39.0,160.0,671.0,98.0,46.0,141.0,386.0,305.0,116.0,37.0,121.0,31.0,0.0,24.0,1149.0,1100.0,0.0,1045.0,55.0,49.0,15.28,12.16
