110912;"0345421477";"0"
110912;"0345434099";"0"
110912;"0345435796";"0"
110912;"0345439104";"0"
110912;"0345441184";"0"
110912;"0345465083";"0"
110912;"0374157065";"10"
110912;"0374524823";"0"
110912;"0375401156";"0"
110912;"0375406530";"0"
110912;"0375407340";"0"
110912;"0375411070";"0"
110912;"0375414053";"10"
110912;"0375706771";"0"
110912;"0375707972";"0"
110912;"0375713344";"8"
110912;"0375713751";"10"
110912;"0375724842";"0"
110912;"0375727345";"0"
110912;"0375758232";"0"
110912;"0380002930";"0"
110912;"0380599317";"0"
110912;"0380703920";"0"
110912;"0380706725";"0"
110912;"0380710811";"0"
110912;"038071082X";"0"
110912;"0380710846";"0"
110912;"0380712520";"9"
110912;"0380720337";"0"
110912;"038072037X";"0"
110912;"0380725258";"0"
110912;"0380725894";"0"
110912;"0380726653";"0"
110912;"0380727633";"0"
110912;"0380728338";"0"
110912;"038072880X";"0"
110912;"0380730057";"0"
110912;"0380730065";"0"
110912;"0380730073";"0"
110912;"0380730081";"0"
110912;"0380730103";"0"
110912;"0380730138";"9"
110912;"0380763990";"0"
110912;"0380764008";"0"
110912;"0380769328";"0"
110912;"0380769549";"0"
110912;"0380773805";"0"
110912;"0380773813";"0"
110912;"0380777169";"0"
110912;"0380778777";"0"
110912;"0380786699";"0"
110912;"0380791951";"0"
110912;"0380792745";"7"
110912;"0380793547";"0"
110912;"0380794497";"0"
110912;"0380794500";"0"
110912;"0380798352";"10"
110912;"0380802619";"0"
110912;"0380814676";"7"
110912;"0380815931";"0"
110912;"0380818191";"0"
110912;"0380973464";"0"
110912;"0380975297";"0"
110912;"0380975459";"0"
110912;"038097651X";"10"
110912;"0385265700";"0"
110912;"0385302274";"0"
110912;"038531258X";"0"
110912;"0385315546";"0"
110912;"0385318219";"0"
110912;"0385323719";"0"
110912;"0385333668";"0"
110912;"0385337574";"0"
110912;"0385418493";"0"
110912;"0385473117";"0"
110912;"0385474016";"0"
110912;"0385475063";"0"
110912;"0385475721";"0"
110912;"0385484518";"10"
110912;"0385488955";"0"
110912;"0385492081";"0"
110912;"0385492596";"0"
110912;"0385495838";"0"
110912;"0385495846";"0"
110912;"0385495854";"0"
110912;"0385497466";"0"
110912;"0385503822";"10"
110912;"0385505833";"0"
110912;"0385510438";"0"
110912;"0385720106";"0"
110912;"0385721676";"0"
110912;"0385722206";"10"
110912;"0385722435";"0"
110912;"0393043487";"0"
110912;"0393050939";"10"
110912;"0394589955";"0"
110912;"0394740564";"0"
110912;"0394805720";"0"
110912;"0399134883";"0"
110912;"0399142983";"0"
110912;"0399143629";"0"
110912;"039914594X";"0"
110912;"0399146431";"9"
110912;"0399146725";"0"
110912;"0399148515";"0"
110912;"0399151435";"0"
110912;"0399151451";"9"
110912;"0425053806";"0"
110912;"0425104974";"0"
110912;"042511774X";"0"
110912;"0425118304";"0"
110912;"042512343X";"0"
110912;"042513699X";"0"
110912;"0425148297";"0"
110912;"0425161439";"0"
110912;"0425162591";"0"
110912;"042516814X";"0"
110912;"0425168298";"8"
110912;"0425170349";"0"
110912;"0425172996";"0"
110912;"0425173003";"5"
110912;"0425173631";"0"
110912;"0425178889";"0"
110912;"0425179672";"0"
110912;"0425182673";"0"
110912;"0425183971";"0"
110912;"0425185249";"0"
110912;"0425189031";"0"
110912;"042519390X";"0"
110912;"0439064864";"10"
110912;"0439139597";"10"
110912;"0439149029";"0"
110912;"0439155290";"0"
110912;"0439232252";"10"
110912;"0439313899";"0"
110912;"0440051592";"7"
110912;"0440139791";"9"
110912;"0440151414";"7"
110912;"0440196191";"0"
110912;"0440200423";"0"
110912;"0440204194";"0"
110912;"0440204208";"0"
110912;"0440204992";"0"
110912;"0440206154";"0"
110912;"0440216877";"7"
110912;"0440220440";"0"
110912;"0440220459";"0"
110912;"0440222680";"0"
110912;"0440222702";"0"
110912;"0440224705";"0"
110912;"0440225299";"0"
110912;"0440225345";"0"
110912;"0440225442";"0"
110912;"044022571X";"0"
110912;"0440225957";"0"
110912;"0440226430";"10"
110912;"0440235596";"0"
110912;"0440236673";"0"
110912;"0440236738";"0"
110912;"0440241286";"0"
110912;"0440295858";"0"
110912;"0440343194";"0"
110912;"0440376408";"0"
110912;"0440404193";"0"
110912;"044040665X";"0"
110912;"0440428130";"0"
110912;"0440445450";"0"
110912;"0440482534";"0"
110912;"0440498058";"0"
110912;"0440984696";"0"
110912;"0441003729";"0"
110912;"0441005926";"0"
110912;"0445409126";"0"
110912;"0446346802";"10"
110912;"0446359866";"0"
110912;"0446360589";"0"
110912;"0446401870";"0"
110912;"0446401889";"0"
110912;"0446403431";"0"
110912;"0446404306";"0"
110912;"044651652X";"0"
110912;"0446525774";"0"
110912;"0446530980";"0"
110912;"0446600660";"10"
110912;"0446600709";"0"
110912;"0446601241";"10"
110912;"0446602612";"0"
110912;"0446603821";"0"
110912;"0446604534";"0"
110912;"0446604666";"0"
110912;"0446604941";"0"
110912;"0446605239";"0"
110912;"0446605387";"0"
110912;"0446605409";"0"
110912;"0446605417";"0"
110912;"0446606189";"0"
110912;"0446606227";"0"
110912;"0446606243";"0"
110912;"0446607274";"0"
110912;"0446607452";"0"
110912;"0446607541";"0"
110912;"0446607576";"0"
110912;"0446608092";"0"
110912;"0446608483";"0"
110912;"0446608823";"0"
110912;"0446608955";"0"
110912;"0446609145";"0"
110912;"0446610038";"9"
110912;"0446610399";"0"
110912;"0446611085";"0"
110912;"0446611867";"0"
110912;"0446612545";"0"
110912;"0446612790";"9"
110912;"0446691798";"0"
110912;"0449002411";"0"
110912;"0449002632";"0"
110912;"0449002640";"0"
110912;"0449127656";"0"
110912;"0449147282";"9"
110912;"0449182908";"0"
110912;"0449204324";"0"
110912;"0449206610";"0"
110912;"0449212602";"8"
110912;"0449214176";"0"
110912;"0449215628";"0"
110912;"0449217264";"0"
110912;"0449223345";"0"
110912;"0449908747";"0"
110912;"0451126432";"0"
110912;"0451151798";"0"
110912;"0451163540";"0"
110912;"0451182979";"0"
110912;"0451184068";"0"
110912;"0451184718";"0"
110912;"0451187997";"0"
110912;"0451188489";"10"
110912;"0451190157";"0"
110912;"0451191080";"0"
110912;"0451192311";"0"
110912;"0451193237";"0"
110912;"0451195663";"9"
110912;"0451197232";"0"
110912;"0451198247";"0"
110912;"0451200101";"0"
110912;"0451207475";"0"
110912;"0451207653";"0"
110912;"0451406095";"0"
110912;"0451407202";"0"
110912;"0451409000";"0"
110912;"0451409833";"0"
110912;"0451410017";"0"
110912;"0451411153";"0"
110912;"0451523377";"0"
110912;"0452269350";"0"
110912;"0452282829";"0"
110912;"0452284198";"0"
110912;"0515107662";"0"
110912;"0515113514";"0"
110912;"051512088X";"0"
110912;"0515123846";"0"
110912;"0515127132";"0"
110912;"0515127221";"0"
110912;"0515129038";"0"
110912;"0515130125";"0"
110912;"0515136263";"0"
110912;"0517591812";"0"
110912;"0517690926";"0"
110912;"0517693119";"9"
110912;"0525483500";"0"
110912;"0525940413";"0"
110912;"0525944214";"0"
110912;"0525945938";"0"
110912;"0525947914";"0"
110912;"0552998060";"0"
110912;"055308576X";"0"
110912;"0553089226";"0"
110912;"0553096834";"0"
110912;"0553107208";"0"
110912;"0553212478";"0"
110912;"055321313X";"0"
110912;"0553213148";"0"
110912;"0553213156";"0"
110912;"0553213180";"0"
110912;"0553213814";"0"
110912;"0553238973";"0"
110912;"055324504X";"10"
110912;"0553250426";"10"
110912;"0553250531";"10"
110912;"0553251139";"0"
110912;"0553260960";"0"
110912;"0553264907";"0"
110912;"0553268449";"0"
110912;"0553268465";"0"
110912;"0553269224";"0"
110912;"0553271636";"0"
110912;"0553273965";"0"
110912;"0553275976";"0"
110912;"0553276735";"0"
110912;"0553282476";"0"
110912;"0553287346";"0"
110912;"0553289411";"0"
110912;"055328942X";"10"
110912;"0553296981";"0"
110912;"0553297333";"0"
110912;"0553297422";"0"
110912;"0553299204";"0"
110912;"0553568914";"8"
110912;"0553569058";"0"
110912;"0553569155";"0"
110912;"0553572040";"8"
110912;"0553573926";"0"
110912;"0553574280";"0"
110912;"0553574299";"0"
110912;"0553574469";"0"
110912;"0553574663";"0"
110912;"0553576801";"5"
110912;"0553578294";"0"
110912;"0553579134";"0"
110912;"0553579754";"10"
110912;"0553580167";"0"
110912;"0553580221";"0"
110912;"0553581481";"0"
110912;"0553581767";"9"
110912;"055358295X";"8"
110912;"0553583298";"0"
110912;"0553801325";"0"
110912;"0553801449";"0"
110912;"0553802496";"8"
110912;"0571206484";"9"
110912;"0590324705";"0"
110912;"059035342X";"0"
110912;"0590405950";"0"
110912;"0618526412";"0"
110912;"0670832669";"0"
110912;"0670880191";"0"
110912;"0671002481";"0"
110912;"0671002503";"0"
110912;"067100302X";"0"
110912;"0671004107";"0"
110912;"0671011367";"9"
110912;"0671021001";"0"
110912;"0671022997";"0"
110912;"0671023187";"0"
110912;"0671024094";"9"
110912;"067102471X";"0"
110912;"0671026151";"0"
110912;"0671027360";"9"
110912;"0671028383";"0"
110912;"0671036505";"0"
110912;"0671038443";"0"
110912;"0671038656";"0"
110912;"0671038745";"0"
110912;"0671042572";"0"
110912;"0671047485";"0"
110912;"0671047507";"0"
110912;"0671452177";"0"
110912;"0671502689";"0"
110912;"0671510053";"0"
110912;"0671534645";"0"
110912;"0671549197";"0"
110912;"0671619055";"0"
110912;"067167949X";"0"
110912;"0671689371";"0"
110912;"0671708635";"8"
110912;"0671727796";"0"
110912;"0671740091";"0"
110912;"0671741195";"0"
110912;"0671786172";"0"
110912;"0671823884";"0"
110912;"067931167X";"0"
110912;"0679403922";"0"
110912;"0679435212";"0"
110912;"0679437037";"0"
110912;"0679444815";"0"
110912;"0679444920";"0"
110912;"0679450742";"0"
110912;"0679454454";"0"
110912;"0679731377";"0"
110912;"0679751521";"0"
110912;"0679753362";"0"
110912;"0679760660";"0"
110912;"067976397X";"0"
110912;"067976402X";"0"
110912;"0679766634";"0"
110912;"0679776818";"0"
110912;"0679781587";"0"
110912;"0679882839";"0"
110912;"0679893571";"10"
110912;"0684829975";"10"
110912;"0684833042";"0"
110912;"068484477X";"10"
110912;"0684844826";"0"
110912;"0684844850";"0"
110912;"0684855631";"9"
110912;"0684859718";"9"
110912;"0684865742";"0"
110912;"0684871270";"7"
110912;"0684874350";"9"
110912;"0688059147";"0"
110912;"068808527X";"0"
110912;"068810312X";"10"
110912;"0688149790";"0"
110912;"0688156924";"0"
110912;"0688158056";"0"
110912;"0688171877";"0"
110912;"0694014176";"8"
110912;"0698113985";"0"
110912;"0698118243";"0"
110912;"0716730367";"0"
110912;"0732909740";"0"
110912;"0736412271";"8"
110912;"0740714198";"0"
110912;"0743203321";"0"
110912;"0743205391";"10"
110912;"0743225406";"0"
110912;"0743234693";"0"
110912;"0743242203";"0"
110912;"0743403541";"0"
110912;"0743405897";"0"
110912;"0743412028";"0"
110912;"0743458206";"0"
110912;"0743466527";"0"
110912;"0743487842";"0"
110912;"075820230X";"0"
110912;"0761509127";"9"
110912;"0764150391";"0"
110912;"0764226053";"0"
110912;"0765307006";"0"
110912;"0767900383";"0"
110912;"0767902521";"10"
110912;"0767903854";"10"
110912;"076790592X";"0"
110912;"0770429424";"8"
